Type of alternative energy used - hydropower (water use),Town,State of the lighting network - bad,refArea,Existence of alternative energy - exists,State of the lighting network - acceptable,State of the power grid - good,Existence of alternative energy - does not exist,Observation URI,State of the power grid - bad,publisher,Type of alternative energy used - solar energy,State of the lighting network - good,dataset,Type of alternative energy used - wind energy,references,State of the power grid - acceptable,Type of alternative energy used - other
0,Ramlieh,0,http://dbpedia.org/resource/Aley_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Ramlieh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Ramyet Bent Jbeil,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Ramyet+Bent+Jbeil,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Ras Baalbek Ech-Charqi,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Ras+Baalbek+Ech-Charqi,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Ras El Matn,0,http://dbpedia.org/resource/Baabda_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Ras+El+Matn,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Ras El-Href,0,http://dbpedia.org/resource/Baabda_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Ras+El-Href,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Ras Kifa,0,http://dbpedia.org/resource/Zgharta_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Ras+Kifa,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Ras Masqa,1,https://dbpedia.org/page/North_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Ras+Masqa,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Rasha,0,http://dbpedia.org/resource/Batroun_District,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rasha,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Rashana,1,http://dbpedia.org/resource/Batroun_District,1,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rashana,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Rawda Bekaa,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rawda+Bekaa,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Rawda Village,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rawda+Village,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Rayfoun,0,http://dbpedia.org/resource/Keserwan_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rayfoun,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Rechdibbine,0,https://dbpedia.org/page/North_Governorate,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rechdibbine,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Richmaiya,0,http://dbpedia.org/resource/Aley_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Richmaiya,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Rihan Jezzine,0,https://dbpedia.org/page/South_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rihan+Jezzine,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Rihana,1,http://dbpedia.org/resource/Byblos_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rihana,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Rihaniyet Aakkar,0,https://dbpedia.org/page/Akkar_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rihaniyet+Aakkar,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Rihaniyet Minie,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rihaniyet+Minie,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Rijmeh,0,http://dbpedia.org/resource/Aley_District,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rijmeh,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,Rimat,0,https://dbpedia.org/page/South_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rimat,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Rimhala,0,http://dbpedia.org/resource/Aley_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rimhala,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Rmadiyeh,0,http://dbpedia.org/resource/Tyre_District,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rmadiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Rmaich,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rmaich,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Rmeilet Ech-Chouf,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rmeilet+Ech-Chouf,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Rouayssrt El-Ballout,1,http://dbpedia.org/resource/Baabda_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Rouayssrt+El-Ballout,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Roum,0,https://dbpedia.org/page/South_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Roum,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Roumieh,0,http://dbpedia.org/resource/Matn_District,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Roumieh,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,Roumine,0,https://dbpedia.org/page/Nabatieh_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Roumine,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Saadine,0,https://dbpedia.org/page/Akkar_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Saadine,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Saadnayel,0,http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Saadnayel,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Saaideh,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Saaideh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sabbah,1,https://dbpedia.org/page/South_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sabbah,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sadiqine,1,http://dbpedia.org/resource/Tyre_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sadiqine,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Safad Al-Battikh,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Safad+Al-Battikh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Safra Kesrouane,0,http://dbpedia.org/resource/Keserwan_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Safra+Kesrouane,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Saghbine,0,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Saghbine,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sahle,0,https://dbpedia.org/page/Akkar_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sahle,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Saida,0,http://dbpedia.org/resource/Sidon_District,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Saida,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Saksakiyeh,0,http://dbpedia.org/resource/Sidon_District,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Saksakiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1
0,Salhiyet Saida,1,http://dbpedia.org/resource/Sidon_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Salhiyet+Saida,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Salima Baabda,0,http://dbpedia.org/resource/Baabda_District,1,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Salima+Baabda,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sammaqiyeh,1,https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sammaqiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sanaya,0,https://dbpedia.org/page/South_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sanaya,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Saouanet Marjayoun,0,http://dbpedia.org/resource/Marjeyoun_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Saouanet+Marjayoun,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Saoufar,0,http://dbpedia.org/resource/Aley_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Saoufar,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sarafand,0,http://dbpedia.org/resource/Sidon_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sarafand,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sarba En-Nabatieh,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sarba+En-Nabatieh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sariita,0,http://dbpedia.org/resource/Byblos_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sariita,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sarin Fawqa,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sarin+Fawqa,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sayssouq,0,https://dbpedia.org/page/Akkar_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sayssouq,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sebaal Zgharta,0,http://dbpedia.org/resource/Zgharta_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sebaal+Zgharta,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sehjoud,0,http://dbpedia.org/resource/Hermel_District,0,1,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sehjoud,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Selaa,0,http://dbpedia.org/resource/Tyre_District,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Selaa,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,1
0,Selaata,0,http://dbpedia.org/resource/Batroun_District,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Selaata,0,Impact Open Data,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Selfaya,0,http://dbpedia.org/resource/Aley_District,1,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Selfaya,0,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Semqaniyeh,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Semqaniyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Seraal,1,http://dbpedia.org/resource/Zgharta_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Seraal,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Serraaine Et-Tahta,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Serraaine+Et-Tahta,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sfaray,0,https://dbpedia.org/page/South_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sfaray,1,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sfaynet El-Qaitaa,0,https://dbpedia.org/page/Akkar_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sfaynet+El-Qaitaa,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sfinet Ed-Draib,0,https://dbpedia.org/page/Akkar_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sfinet+Ed-Draib,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sfireh,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sfireh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Shawagheer El-Faouqa,1,http://dbpedia.org/resource/Hermel_District,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Shawagheer+El-Faouqa,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Shayleh Kesrouane,0,http://dbpedia.org/resource/Keserwan_District,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Shayleh+Kesrouane,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sibline,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sibline,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sindianet Zeidane,0,https://dbpedia.org/page/Akkar_Governorate,0,0,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sindianet+Zeidane,0,Impact Open Data,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sini,0,https://dbpedia.org/page/Nabatieh_Governorate,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sini,1,Impact Open Data,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sinn El-Fil,0,http://dbpedia.org/resource/Matn_District,1,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sinn+El-Fil,0,Impact Open Data,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sir Ed-Danniyeh,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sir+Ed-Danniyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sir El-Gharbiyeh,1,https://dbpedia.org/page/Nabatieh_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sir+El-Gharbiyeh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sirhmoul,0,http://dbpedia.org/resource/Aley_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sirhmoul,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Sirjbal,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sirjbal,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sohmor,0,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sohmor,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Soltan Yacoub el Aradi,0,http://dbpedia.org/resource/Western_Beqaa_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Soltan+Yacoub+el+Aradi,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Souairi,0,http://dbpedia.org/resource/Western_Beqaa_District,1,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Souairi,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,1
0,Souaisset Aakkar,0,https://dbpedia.org/page/Akkar_Governorate,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Souaisset+Aakkar,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Soufaileh,0,http://dbpedia.org/resource/Matn_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Soufaileh,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Soultaniyet Bent Jbeil,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Soultaniyet+Bent+Jbeil,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,1,0
0,Souq El-Gharb,0,http://dbpedia.org/resource/Aley_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Souq+El-Gharb,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Sour,0,http://dbpedia.org/resource/Tyre_District,0,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Sour,0,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
0,Srar,1,https://dbpedia.org/page/Akkar_Governorate,0,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Electricity-Srar,1,Impact Open Data,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Electricity-Lebanon-2023,0,https://impact.cib.gov.lb/home#open_data_section,0,0
